"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02064V02491","Type of Milk","UNIT","VALUE"
"AKM02","Milk Sales (Dairy) for Human Consumption","200807","2008 July","013","Skimmed and Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200807","2008 July","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200807","2008 July","015","Semi-skimmed milk","Million Litres","11.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200808","2008 August","001","All Milk","Million Litres","43.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200808","2008 August","012","Whole Milk","Million Litres","30"
"AKM02","Milk Sales (Dairy) for Human Consumption","200808","2008 August","013","Skimmed and Semi-skimmed milk","Million Litres","13.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200808","2008 August","014","Skimmed Milk","Million Litres","1.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200808","2008 August","015","Semi-skimmed milk","Million Litres","12.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","200809","2008 September","001","All Milk","Million Litres","42.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200809","2008 September","012","Whole Milk","Million Litres","29.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","200809","2008 September","013","Skimmed and Semi-skimmed milk","Million Litres","13.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","200809","2008 September","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200809","2008 September","015","Semi-skimmed milk","Million Litres","11.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200810","2008 October","001","All Milk","Million Litres","43.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200810","2008 October","012","Whole Milk","Million Litres","29.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200810","2008 October","013","Skimmed and Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200810","2008 October","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200810","2008 October","015","Semi-skimmed milk","Million Litres","11.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200811","2008 November","001","All Milk","Million Litres","42.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","200811","2008 November","012","Whole Milk","Million Litres","28.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200811","2008 November","013","Skimmed and Semi-skimmed milk","Million Litres","13.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200811","2008 November","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200811","2008 November","015","Semi-skimmed milk","Million Litres","11.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200812","2008 December","001","All Milk","Million Litres","42.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200812","2008 December","012","Whole Milk","Million Litres","29.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","200812","2008 December","013","Skimmed and Semi-skimmed milk","Million Litres","13.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","200812","2008 December","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200812","2008 December","015","Semi-skimmed milk","Million Litres","11.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200901","2009 January","001","All Milk","Million Litres","42.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200901","2009 January","012","Whole Milk","Million Litres","29.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","200901","2009 January","013","Skimmed and Semi-skimmed milk","Million Litres","13.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200901","2009 January","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200901","2009 January","015","Semi-skimmed milk","Million Litres","11.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200902","2009 February","001","All Milk","Million Litres","39.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","200902","2009 February","012","Whole Milk","Million Litres","26.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200902","2009 February","013","Skimmed and Semi-skimmed milk","Million Litres","12.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200902","2009 February","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200902","2009 February","015","Semi-skimmed milk","Million Litres","10.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200903","2009 March","001","All Milk","Million Litres","45.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200903","2009 March","012","Whole Milk","Million Litres","30.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200903","2009 March","013","Skimmed and Semi-skimmed milk","Million Litres","15.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","200903","2009 March","014","Skimmed Milk","Million Litres","2.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","200903","2009 March","015","Semi-skimmed milk","Million Litres","13.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","200904","2009 April","001","All Milk","Million Litres","38.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200904","2009 April","012","Whole Milk","Million Litres","26.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","200904","2009 April","013","Skimmed and Semi-skimmed milk","Million Litres","12.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","200904","2009 April","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200904","2009 April","015","Semi-skimmed milk","Million Litres","10.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200905","2009 May","001","All Milk","Million Litres","41.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200905","2009 May","012","Whole Milk","Million Litres","27.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200905","2009 May","013","Skimmed and Semi-skimmed milk","Million Litres","13.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200905","2009 May","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200905","2009 May","015","Semi-skimmed milk","Million Litres","11.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200906","2009 June","001","All Milk","Million Litres","40.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200906","2009 June","012","Whole Milk","Million Litres","27.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","200906","2009 June","013","Skimmed and Semi-skimmed milk","Million Litres","13.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","200906","2009 June","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200906","2009 June","015","Semi-skimmed milk","Million Litres","11.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200907","2009 July","001","All Milk","Million Litres","41.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","200907","2009 July","012","Whole Milk","Million Litres","27.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200907","2009 July","013","Skimmed and Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200907","2009 July","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200907","2009 July","015","Semi-skimmed milk","Million Litres","11.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200908","2009 August","001","All Milk","Million Litres","41.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200908","2009 August","012","Whole Milk","Million Litres","27.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200908","2009 August","013","Skimmed and Semi-skimmed milk","Million Litres","13.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200908","2009 August","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200908","2009 August","015","Semi-skimmed milk","Million Litres","12.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","200909","2009 September","001","All Milk","Million Litres","39.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200909","2009 September","012","Whole Milk","Million Litres","26.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","200909","2009 September","013","Skimmed and Semi-skimmed milk","Million Litres","13.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200909","2009 September","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200909","2009 September","015","Semi-skimmed milk","Million Litres","11.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200910","2009 October","001","All Milk","Million Litres","41.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200910","2009 October","012","Whole Milk","Million Litres","27.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200910","2009 October","013","Skimmed and Semi-skimmed milk","Million Litres","13.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200910","2009 October","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200910","2009 October","015","Semi-skimmed milk","Million Litres","12.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","200911","2009 November","001","All Milk","Million Litres","40.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200911","2009 November","012","Whole Milk","Million Litres","27.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","200911","2009 November","013","Skimmed and Semi-skimmed milk","Million Litres","13.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200911","2009 November","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","200911","2009 November","015","Semi-skimmed milk","Million Litres","11.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","200912","2009 December","001","All Milk","Million Litres","41.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","200912","2009 December","012","Whole Milk","Million Litres","27.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","200912","2009 December","013","Skimmed and Semi-skimmed milk","Million Litres","13.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","200912","2009 December","014","Skimmed Milk","Million Litres","1.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","200912","2009 December","015","Semi-skimmed milk","Million Litres","11.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201001","2010 January","001","All Milk","Million Litres","41.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201001","2010 January","012","Whole Milk","Million Litres","27.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201001","2010 January","013","Skimmed and Semi-skimmed milk","Million Litres","13.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201001","2010 January","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201001","2010 January","015","Semi-skimmed milk","Million Litres","12.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201002","2010 February","001","All Milk","Million Litres","38.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201002","2010 February","012","Whole Milk","Million Litres","25.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201002","2010 February","013","Skimmed and Semi-skimmed milk","Million Litres","13.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201002","2010 February","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201002","2010 February","015","Semi-skimmed milk","Million Litres","11.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201003","2010 March","001","All Milk","Million Litres","44.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201003","2010 March","012","Whole Milk","Million Litres","29.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201003","2010 March","013","Skimmed and Semi-skimmed milk","Million Litres","15.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201003","2010 March","014","Skimmed Milk","Million Litres","2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201003","2010 March","015","Semi-skimmed milk","Million Litres","13.4"
"AKM02","Milk Sales (Dairy) for Human Consumption","201004","2010 April","001","All Milk","Million Litres","38.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201004","2010 April","012","Whole Milk","Million Litres","25.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201004","2010 April","013","Skimmed and Semi-skimmed milk","Million Litres","13.1"
"AKM02","Milk Sales (Dairy) for Human Consumption","201004","2010 April","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201004","2010 April","015","Semi-skimmed milk","Million Litres","11.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201005","2010 May","001","All Milk","Million Litres","41.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201005","2010 May","012","Whole Milk","Million Litres","27.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201005","2010 May","013","Skimmed and Semi-skimmed milk","Million Litres","14.3"
"AKM02","Milk Sales (Dairy) for Human Consumption","201005","2010 May","014","Skimmed Milk","Million Litres","1.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201005","2010 May","015","Semi-skimmed milk","Million Litres","12.5"
"AKM02","Milk Sales (Dairy) for Human Consumption","201006","2010 June","001","All Milk","Million Litres","40.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201006","2010 June","012","Whole Milk","Million Litres","26.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201006","2010 June","013","Skimmed and Semi-skimmed milk","Million Litres","13.9"
"AKM02","Milk Sales (Dairy) for Human Consumption","201006","2010 June","014","Skimmed Milk","Million Litres","1.7"
"AKM02","Milk Sales (Dairy) for Human Consumption","201006","2010 June","015","Semi-skimmed milk","Million Litres","12.2"
"AKM02","Milk Sales (Dairy) for Human Consumption","201007","2010 July","001","All Milk","Million Litres","40.8"
"AKM02","Milk Sales (Dairy) for Human Consumption","201007","2010 July","012","Whole Milk","Million Litres","26.6"
"AKM02","Milk Sales (Dairy) for Human Consumption","201007","2010 July","013","Skimmed and Semi-skimmed milk","Million Litres","14.2"
